complain_id,complain_date,customer_id,appliance_id,engineer_id,labour_hours,travel_hours
1610,2018-06-17,823,29,6,15,6
1611,2018-07-30,24,128,13,12,19
1612,2019-06-28,326,10,41,9,17
1613,2019-08-12,832,93,49,10,5
1614,2019-02-08,316,106,41,11,3
1615,2018-07-06,316,8,15,18,12
1616,2019-08-18,784,51,35,7,1
1617,2019-01-17,116,93,49,15,11
1618,2019-05-24,420,15,15,6,1
1619,2018-07-22,715,132,37,20,14
1620,2019-11-02,966,116,11,7,13
1621,2018-04-26,281,16,29,6,3
1622,2019-09-05,524,70,36,8,2
1623,2018-10-26,550,44,14,5,10
1624,2019-10-06,784,85,5,11,3
1625,2018-11-23,860,43,2,15,10
1626,2018-06-04,57,110,2,17,16
1627,2018-06-24,873,90,50,1,4
1628,2019-08-08,413,34,8,6,17
1629,2019-12-09,812,144,1,4,18
1630,2019-04-21,809,64,48,8,2
1631,2019-11-24,725,82,49,3,7
1632,2019-03-02,845,18,16,12,13
1633,2018-02-02,763,75,33,12,9
1634,2019-01-04,791,17,28,6,12
1635,2019-02-07,788,98,13,10,6
1636,2019-07-06,491,98,11,9,14
1637,2019-09-28,366,131,13,15,5
1638,2018-08-14,857,96,22,14,2
1639,2018-03-05,857,139,6,8,9
1640,2019-01-09,930,142,30,19,1
1641,2019-06-14,831,81,19,7,18
1642,2018-11-27,389,80,26,14,14
1643,2019-10-19,178,72,23,18,16
1644,2018-05-04,326,46,17,17,2
1645,2018-11-04,102,9,37,15,5
1646,2018-10-12,871,15,45,1,5
1647,2018-07-12,51,102,46,20,20
1648,2018-01-13,468,32,19,11,16
1649,2018-08-19,615,123,10,12,11
1650,2019-01-21,907,87,36,2,7
1651,2019-06-13,285,19,33,4,8
1652,2018-09-12,278,138,18,19,10
1653,2018-01-23,144,132,7,20,20
1654,2019-09-12,457,73,31,6,5
1655,2019-06-03,686,128,23,18,10
1656,2018-05-23,813,98,23,19,20
1657,2018-02-10,543,51,16,18,18
1658,2018-10-26,927,90,41,12,19
1659,2018-03-15,538,39,22,16,20
1660,2019-06-28,188,117,49,11,2
1661,2018-09-14,232,27,22,7,17
1662,2018-12-28,804,57,9,6,9
1663,2019-07-02,212,35,38,15,16
1664,2019-06-23,123,88,37,20,1
1665,2019-07-11,159,131,48,13,5
1666,2018-03-23,680,75,28,3,20
1667,2019-01-18,164,17,20,3,18
1668,2018-08-02,391,31,49,2,4
1669,2019-03-13,539,93,11,15,10
1670,2018-03-04,895,20,19,3,19
1671,2019-09-25,516,124,11,20,14
1672,2019-07-16,96,140,15,6,2
1673,2019-08-07,580,18,41,3,15
1674,2019-04-01,563,137,41,7,14
1675,2019-05-12,724,20,17,20,9
1676,2018-02-09,236,140,13,11,10
1677,2019-10-03,672,109,4,14,2
1678,2018-03-10,89,27,16,2,13
1679,2019-04-30,364,69,2,2,17
1680,2018-09-21,187,108,24,17,3
1681,2019-05-09,309,88,27,6,13
1682,2018-02-06,961,39,13,19,2
1683,2019-02-12,874,117,32,1,6
1684,2019-07-28,622,62,15,18,11
1685,2019-01-16,841,49,3,13,10
1686,2019-04-05,246,91,15,18,18
1687,2019-08-28,110,30,28,17,4
1688,2019-06-23,84,50,42,5,17
1689,2018-01-31,870,120,31,4,18
1690,2019-04-11,71,69,9,3,11
1691,2019-02-17,588,78,36,20,16
1692,2018-04-26,334,43,5,20,14
1693,2019-04-16,432,128,17,9,13
1694,2018-09-30,346,36,25,12,16
1695,2018-09-11,35,73,18,16,2
1696,2018-08-31,342,42,17,1,20
1697,2018-05-27,199,138,17,10,4
1698,2019-05-09,896,144,15,14,11
1699,2019-12-30,940,72,10,12,12
1700,2018-08-16,913,66,50,13,2
1701,2019-09-12,200,127,30,7,11
1702,2018-11-19,754,113,22,16,2
1703,2018-05-26,453,9,4,10,5
1704,2019-03-24,121,116,6,5,11
1705,2018-09-14,278,5,15,5,6
1706,2019-05-28,323,43,30,20,8
1707,2019-10-23,832,37,37,8,20
1708,2018-05-24,816,39,21,17,12
1709,2018-07-20,812,91,22,5,8
1710,2019-01-16,740,19,14,3,8
1711,2018-06-16,643,118,13,15,12
1712,2019-02-11,893,116,47,6,18
1713,2019-06-24,784,72,40,10,8
1714,2018-11-23,386,61,6,13,13
1715,2018-11-20,617,78,24,13,12
1716,2019-08-11,187,145,14,19,9
1717,2019-08-02,505,50,34,7,17
1718,2019-03-04,474,5,27,20,3
1719,2018-02-28,364,145,43,14,12
1720,2018-09-09,819,113,33,7,2
1721,2018-07-31,767,130,17,2,1
1722,2019-04-20,343,107,18,9,19
1723,2018-09-02,513,121,19,6,10
1724,2018-06-10,646,93,5,16,10
1725,2018-01-25,225,9,28,13,8
1726,2019-06-27,820,49,45,5,18
1727,2018-05-18,976,51,46,17,1
1728,2019-10-12,663,75,40,9,12
1729,2019-11-28,389,16,41,4,12
1730,2019-03-25,424,96,18,2,2
1731,2019-08-24,138,32,6,4,9
1732,2018-08-26,451,141,5,11,1
1733,2018-06-03,220,20,8,8,9
1734,2019-05-31,353,4,3,11,15
1735,2018-04-15,9,32,11,19,16
1736,2019-10-30,371,139,33,7,3
1737,2018-03-16,127,70,19,7,12
1738,2019-09-10,113,67,49,20,14
1739,2019-10-27,608,140,49,9,18
1740,2018-01-05,953,55,25,10,1
1741,2018-08-18,227,80,29,8,5
1742,2019-11-01,421,102,29,6,10
1743,2018-02-05,569,24,16,19,18
1744,2019-08-02,116,28,8,4,10
1745,2019-01-08,391,94,6,20,12
1746,2019-06-27,884,15,14,17,14
1747,2018-12-17,729,20,23,19,15
1748,2019-11-25,234,39,37,2,6
1749,2018-09-19,658,90,31,1,1
1750,2018-11-27,859,118,11,8,6
1751,2018-08-12,525,29,2,2,14
1752,2019-01-04,645,126,33,17,12
1753,2018-10-05,399,120,21,6,3
1754,2019-11-06,829,23,40,19,9
1755,2019-11-15,68,56,42,19,9
1756,2018-01-10,766,125,46,7,12
1757,2018-09-16,954,100,1,11,4
1758,2019-01-19,540,135,39,12,14
1759,2019-05-02,247,115,7,4,13
1760,2018-01-10,408,63,50,4,10
1761,2018-12-07,935,62,33,18,19
1762,2018-02-03,300,111,31,17,18
1763,2018-01-30,99,133,33,14,17
1764,2018-10-27,52,45,25,9,17
1765,2018-12-25,42,122,44,18,17
1766,2019-03-07,428,112,9,14,12
1767,2019-10-25,349,144,3,9,19
1768,2018-02-03,387,10,5,9,6
1769,2018-04-24,40,136,41,16,16
1770,2019-11-24,419,41,45,15,10
1771,2019-04-09,776,21,47,8,20
1772,2019-03-12,198,19,48,6,13
1773,2018-07-20,968,119,17,20,11
1774,2019-10-02,705,53,41,5,19
1775,2019-10-01,583,60,9,7,18
1776,2019-06-28,811,32,2,16,6
1777,2019-03-23,873,75,9,9,19
1778,2018-07-17,481,110,45,3,12
1779,2019-01-27,494,86,34,11,18
1780,2018-03-21,801,70,43,13,18
1781,2019-03-22,297,64,34,2,6
1782,2018-02-09,757,97,25,19,7
1783,2018-06-01,321,142,2,19,6
1784,2018-05-02,539,89,33,1,15
1785,2019-04-13,578,34,30,1,2
1786,2018-01-24,200,75,13,20,8
1787,2018-08-22,190,32,14,19,7
1788,2019-11-15,446,30,12,5,5
1789,2018-06-24,528,144,27,6,8
1790,2019-07-12,107,134,15,10,20
1791,2018-06-29,284,106,27,2,4
1792,2018-08-18,341,41,39,10,6
1793,2019-05-26,897,6,16,4,6
1794,2018-11-13,2,50,36,14,15
1795,2019-07-21,956,62,9,15,20
1796,2019-08-18,960,28,23,16,8
1797,2019-11-09,772,59,34,17,12
1798,2019-10-02,385,90,32,9,7
1799,2018-10-10,381,1,33,15,16
1800,2019-06-07,557,66,17,11,11
1801,2018-10-29,156,68,39,9,11
1802,2019-10-14,133,139,33,13,11
1803,2019-06-07,197,101,39,13,4
1804,2019-09-18,886,36,17,6,3
1805,2019-07-24,480,109,13,17,10
1806,2019-12-13,868,45,29,20,10
1807,2019-04-14,395,142,38,10,9
1808,2018-05-29,838,62,26,8,4
1809,2019-09-28,194,11,29,10,18
1810,2018-05-28,537,130,10,13,14
1811,2019-07-09,677,121,40,20,20
1812,2019-01-31,512,13,10,11,11
1813,2019-05-03,99,91,19,7,12
1814,2019-07-15,426,128,12,17,8
1815,2019-03-02,295,27,5,4,14
1816,2019-08-03,781,110,40,18,3
1817,2018-01-29,394,132,46,19,10
1818,2018-07-09,450,64,33,7,19
1819,2018-07-22,64,96,32,5,13
1820,2018-12-04,157,93,11,3,14
1821,2019-10-16,92,107,22,5,17
1822,2019-05-20,311,71,10,15,1
1823,2018-01-01,376,24,41,5,18
1824,2019-12-03,152,9,5,10,18
1825,2018-02-20,146,21,39,6,19
1826,2018-12-25,465,35,36,12,1
1827,2018-01-22,560,108,37,20,10
1828,2018-10-29,711,1,44,5,2
1829,2019-06-17,147,56,12,3,17
1830,2018-07-22,79,108,47,16,11
1831,2018-12-14,226,12,15,14,3
1832,2018-04-23,723,124,25,17,7
1833,2018-02-11,898,42,2,4,10
1834,2019-10-10,133,123,29,3,8
1835,2019-06-07,192,101,12,14,12
1836,2019-02-16,982,88,18,13,2
1837,2019-02-14,186,62,37,12,2
1838,2019-03-21,775,143,17,6,11
1839,2019-02-23,423,56,42,20,12
1840,2018-01-20,379,140,44,19,18
1841,2019-02-26,348,36,2,14,19
1842,2019-04-12,670,70,29,20,20
1843,2018-05-22,806,25,46,14,15
1844,2018-05-01,310,32,44,11,16
1845,2018-05-25,62,39,48,8,20
1846,2019-08-05,980,60,40,8,12
1847,2019-01-19,89,127,5,17,6
1848,2019-09-24,245,46,33,2,13
1849,2018-11-09,135,123,12,6,3
1850,2018-10-29,989,23,32,5,16
1851,2019-06-25,684,37,30,17,8
1852,2019-07-30,286,39,25,18,5
1853,2018-11-06,783,82,50,14,18
1854,2018-01-03,932,127,13,1,10
1855,2018-08-15,228,44,6,17,15
1856,2018-11-18,269,112,13,8,15
1857,2019-09-20,706,60,33,18,3
1858,2019-06-30,633,82,5,7,11
1859,2019-10-22,844,102,34,8,4
1860,2019-09-06,298,39,24,7,20
1861,2019-01-15,920,79,48,20,4
1862,2018-08-17,870,18,25,14,18
1863,2019-09-13,406,5,43,11,13
1864,2018-01-01,972,76,12,7,4
1865,2019-01-13,485,20,23,15,10
1866,2018-03-10,619,132,17,15,7
1867,2018-02-03,178,30,36,20,7
1868,2018-07-06,662,112,1,3,17
1869,2018-11-01,681,86,6,17,14
1870,2018-10-18,898,93,40,19,4
1871,2019-04-09,393,25,43,11,11
1872,2019-01-07,282,68,46,18,3
1873,2019-03-22,385,120,21,16,10
1874,2018-07-03,684,137,39,10,7
1875,2019-11-30,511,132,37,12,14
1876,2018-01-01,86,60,17,1,13
1877,2019-04-26,165,138,41,17,14
1878,2019-11-27,756,37,44,8,1
1879,2018-03-22,957,145,27,1,3
1880,2019-05-15,421,7,24,16,1
1881,2018-06-16,122,121,41,5,17
1882,2019-03-02,506,56,45,9,6
1883,2018-03-29,966,81,43,11,13
1884,2018-02-11,656,33,4,8,20
1885,2018-03-06,321,73,45,6,15
1886,2018-05-20,806,121,34,4,3
1887,2019-06-05,829,98,27,6,16
1888,2018-03-13,985,79,31,10,17
1889,2019-03-06,474,81,13,6,6
1890,2019-03-09,349,66,37,8,13
1891,2018-06-11,131,118,25,11,9
1892,2019-03-31,888,95,13,15,7
1893,2019-10-26,846,122,32,15,3
1894,2019-10-20,301,85,21,4,13
1895,2018-09-06,406,82,47,11,4
1896,2019-03-18,902,3,32,18,16
1897,2018-11-01,843,3,19,5,9
1898,2018-05-04,52,103,3,20,9
1899,2019-09-16,16,29,25,10,17
1900,2019-12-08,31,26,48,14,12
1901,2018-04-02,349,39,39,2,13
1902,2018-12-16,858,100,9,2,18
1903,2018-09-15,740,89,9,13,6
1904,2018-07-16,643,100,50,6,18
1905,2018-06-29,692,63,45,8,3
1906,2018-08-24,507,8,18,16,14
1907,2018-07-20,24,17,19,9,14
1908,2019-10-20,787,33,8,15,20
1909,2019-01-05,51,108,42,3,20
1910,2019-01-15,587,105,24,20,7
1911,2018-12-21,463,117,28,12,11
1912,2018-08-19,141,1,12,9,6
1913,2019-06-19,148,70,48,4,19
1914,2019-05-21,338,53,9,2,5
1915,2018-04-04,260,125,39,9,8
1916,2018-02-24,769,35,30,16,17
1917,2018-10-16,951,105,21,16,17
1918,2018-08-09,159,25,20,11,17
1919,2018-08-03,81,84,38,15,10
1920,2019-07-06,944,17,16,6,20
1921,2019-06-13,55,32,23,6,3
1922,2019-09-20,33,101,45,18,6
1923,2018-03-15,189,35,48,5,4
1924,2019-08-26,726,72,22,15,16
1925,2019-05-19,73,51,25,16,8
1926,2018-06-22,946,106,36,6,6
1927,2019-01-20,118,79,14,6,15
1928,2018-10-02,409,91,6,14,8
1929,2019-10-22,339,128,18,7,17
1930,2018-04-11,616,73,20,16,17
1931,2019-05-27,187,138,45,7,10
1932,2019-05-20,224,68,14,10,13
1933,2019-12-14,551,10,39,1,18
1934,2019-12-13,550,134,22,13,2
1935,2018-08-09,468,75,46,7,10
1936,2019-12-08,200,51,33,3,12
1937,2018-01-09,520,116,49,9,17
1938,2019-04-25,802,26,38,17,3
1939,2019-07-19,202,28,1,13,17
1940,2019-10-01,495,81,1,7,7
1941,2018-10-23,783,67,35,2,20
1942,2019-08-08,697,81,48,14,10
1943,2018-11-04,27,17,32,10,13
1944,2019-10-25,22,9,26,8,20
1945,2018-06-28,620,11,3,6,12
1946,2019-07-04,375,44,31,5,15
1947,2018-09-18,231,35,45,19,6
1948,2018-05-29,486,14,2,15,6
1949,2019-11-08,730,134,15,9,18
1950,2019-02-15,365,14,19,14,7
1951,2019-02-26,560,47,25,3,18
1952,2018-03-25,29,51,16,14,5
1953,2019-03-03,397,96,36,7,5
1954,2018-02-24,485,36,26,7,10
1955,2019-08-31,473,19,38,7,17
1956,2018-05-06,54,99,2,3,6
1957,2019-01-20,244,16,2,10,10
1958,2018-04-25,783,132,23,1,8
1959,2018-11-21,607,111,44,19,4
1960,2019-08-15,585,58,6,14,15
1961,2019-12-28,980,115,48,9,12
1962,2018-03-04,518,84,34,18,4
1963,2019-09-12,448,80,16,6,2
1964,2019-11-10,689,45,30,15,9
1965,2019-01-28,292,35,12,6,13
1966,2019-08-24,149,98,15,7,6
1967,2018-06-23,519,85,4,6,4
1968,2019-12-16,878,63,23,12,4
1969,2019-11-10,624,45,10,3,17
1970,2019-05-11,604,75,3,18,5
1971,2019-09-03,474,103,37,19,4
1972,2018-06-14,17,7,17,11,4
1973,2019-05-01,288,26,37,13,17
1974,2019-03-18,749,102,41,10,18
1975,2018-06-29,190,103,34,14,9
1976,2019-08-20,748,30,10,17,1
1977,2018-11-19,500,87,28,3,11
1978,2019-08-16,318,15,9,14,2
1979,2018-12-23,648,21,8,11,2
1980,2018-04-07,83,100,18,4,11
1981,2019-01-13,869,9,13,14,3
1982,2019-10-15,478,137,36,14,11
1983,2019-04-09,568,121,20,11,11
1984,2019-08-15,272,31,48,13,15
1985,2019-01-19,679,81,30,4,10
1986,2018-11-23,148,142,43,11,12
1987,2019-08-26,191,5,38,14,20
1988,2018-02-27,703,4,10,17,20
1989,2019-04-10,197,128,37,17,9
1990,2018-06-08,4,118,43,8,15
1991,2018-09-15,128,5,23,1,13
1992,2019-12-29,1,57,32,1,15
1993,2019-07-29,436,53,36,6,3
1994,2019-10-04,351,93,15,5,6
1995,2018-05-07,537,115,37,4,6
1996,2018-08-27,215,101,49,16,12
1997,2018-10-15,517,5,5,18,14
1998,2018-02-10,438,58,24,7,18
1999,2019-11-30,424,91,19,14,6
2000,2019-11-12,890,125,36,20,14
2001,2019-03-22,697,109,1,6,4
2002,2019-02-10,485,43,42,12,1
2003,2019-06-11,377,53,14,3,6
2004,2019-03-22,544,73,15,2,10
2005,2019-08-19,982,90,6,2,7
2006,2018-10-01,644,47,23,2,18
2007,2018-06-22,949,20,32,19,14
2008,2018-07-08,694,137,29,18,13
2009,2019-09-07,361,6,50,4,18
2010,2018-04-15,591,129,31,14,14
2011,2018-04-24,679,16,5,16,16
2012,2018-12-16,694,100,41,7,19
2013,2019-12-04,697,45,43,17,18
2014,2019-12-29,503,80,50,8,15
2015,2019-08-25,255,6,22,14,16
2016,2019-01-18,370,13,47,17,17
2017,2019-10-01,477,130,34,14,15
2018,2019-11-16,512,8,5,17,5
2019,2019-11-07,595,93,18,13,7
2020,2019-10-19,636,129,5,15,1
2021,2018-10-15,127,12,23,18,4
2022,2018-12-03,145,6,49,2,17
2023,2018-11-28,81,94,37,2,8
2024,2018-02-16,609,97,39,18,7
2025,2019-12-29,875,86,25,2,5
2026,2019-01-05,526,75,45,18,10
2027,2019-12-25,705,115,11,1,9
2028,2019-02-28,920,119,28,13,3
2029,2018-12-10,900,71,35,5,7
2030,2019-03-26,710,129,43,4,15
2031,2019-06-14,361,131,32,1,4
2032,2019-06-19,308,66,33,16,7
2033,2019-05-01,791,50,37,13,20
2034,2019-07-02,158,141,32,6,7
2035,2019-12-02,80,46,41,3,12
2036,2018-09-17,764,103,33,18,14
2037,2018-08-08,157,92,33,8,13
2038,2019-07-14,808,60,47,1,6
2039,2018-10-13,562,113,21,7,9
2040,2019-11-23,375,18,25,18,3
2041,2019-04-08,246,125,31,2,20
2042,2018-08-06,354,56,47,18,11
2043,2019-02-17,297,44,21,6,15
2044,2019-01-26,562,80,24,8,1
2045,2018-07-11,647,6,43,19,5
2046,2018-01-02,200,136,11,12,1
2047,2019-01-09,794,51,4,15,4
2048,2018-02-25,566,128,11,13,3
2049,2019-07-06,536,88,2,20,9
2050,2018-01-19,800,5,1,15,7
2051,2019-12-29,462,143,29,13,5
2052,2019-10-09,384,56,33,14,10
2053,2018-01-07,477,73,45,1,1
2054,2018-02-13,681,117,16,10,12
2055,2018-12-15,216,47,15,2,20
2056,2019-04-24,197,124,30,8,11
2057,2019-08-06,859,46,20,12,5
2058,2019-01-06,642,27,35,4,20
2059,2018-01-14,99,134,5,8,6
2060,2018-10-29,446,95,36,3,9
2061,2019-08-10,382,114,33,19,10
2062,2019-01-26,226,4,47,14,5
2063,2018-06-05,654,36,37,2,11
2064,2019-02-15,425,47,33,17,1
2065,2018-05-03,693,110,49,5,2
2066,2018-09-21,284,75,5,9,4
2067,2018-05-14,552,115,14,17,14
2068,2018-03-10,653,28,4,8,8
2069,2018-08-06,775,51,26,10,13
2070,2019-04-29,146,85,30,7,2
2071,2018-04-04,600,145,16,3,11
2072,2018-12-27,555,130,44,19,16
2073,2019-02-25,714,62,12,3,18
2074,2019-11-09,309,34,13,11,13
2075,2019-11-25,187,143,25,5,8
2076,2018-08-28,285,28,6,1,16
2077,2019-08-07,13,87,49,13,19
2078,2018-08-26,928,30,3,7,20
2079,2019-08-31,771,63,43,1,12
2080,2018-11-09,139,58,14,11,11
2081,2018-02-21,845,53,16,12,10
2082,2019-10-24,992,90,2,12,16
2083,2018-10-17,308,13,19,12,12
2084,2019-02-08,322,142,35,8,16
2085,2018-09-03,883,63,4,20,16
2086,2019-06-19,206,1,38,9,10
2087,2018-08-28,632,62,35,12,14
2088,2019-11-27,829,61,25,15,14
2089,2019-01-22,204,110,18,12,2
2090,2018-05-09,348,4,49,10,4
2091,2019-07-27,918,130,33,18,9
2092,2018-01-16,799,74,2,14,16
2093,2018-10-06,197,90,1,19,16
2094,2018-08-28,625,35,24,3,12
2095,2018-05-10,597,55,24,14,7
2096,2018-07-11,197,82,18,2,10
2097,2019-02-13,559,36,32,11,10
2098,2018-02-11,688,33,24,6,19
2099,2019-02-22,495,40,7,3,6
2100,2018-05-24,246,139,33,4,15
2101,2018-09-29,368,43,48,11,20
2102,2019-08-06,79,108,33,6,18
2103,2018-09-18,746,67,31,12,17
2104,2018-11-24,720,4,13,7,17
2105,2018-12-05,509,45,41,13,20
2106,2018-11-05,56,132,50,9,1
2107,2018-04-21,342,39,14,7,3
2108,2018-06-07,23,41,37,3,6
2109,2018-07-14,840,69,23,2,7
2110,2019-11-01,586,2,47,2,1
2111,2018-08-21,455,114,10,18,8
2112,2019-05-10,569,137,8,3,20
2113,2018-07-29,251,47,41,5,19
2114,2018-12-06,318,132,5,13,9
2115,2019-11-25,345,13,18,17,7
2116,2019-08-16,112,78,4,1,14
2117,2019-02-14,651,86,31,3,11
2118,2019-11-21,344,108,27,15,13
2119,2019-04-12,203,144,31,11,7
2120,2019-11-05,219,26,25,1,1
2121,2019-11-01,633,94,42,13,11
2122,2019-05-11,385,84,33,19,2
2123,2018-10-11,890,19,39,5,5
2124,2019-02-06,322,124,23,19,3
2125,2019-05-17,796,101,21,18,16
2126,2018-12-09,518,35,50,9,17
2127,2019-03-27,245,140,12,4,8
2128,2018-09-17,550,8,35,7,18
2129,2018-11-27,468,113,10,8,10
2130,2019-09-01,484,125,39,4,5
2131,2019-01-26,180,73,48,1,10
2132,2018-06-08,15,116,6,10,2
2133,2019-11-14,820,122,23,1,10
2134,2018-01-01,157,97,42,19,16
2135,2019-08-09,127,86,47,12,10
2136,2019-12-17,809,63,24,18,18
2137,2019-07-01,716,135,37,19,4
2138,2019-02-06,439,82,23,6,6
2139,2019-12-25,348,9,4,1,5
2140,2019-10-30,325,22,40,9,2
2141,2018-03-10,840,69,1,12,8
2142,2019-09-05,92,116,12,15,10
2143,2018-06-14,650,95,20,8,19
2144,2019-07-31,787,42,36,20,15
2145,2019-07-25,977,17,38,13,9
2146,2018-04-07,255,7,23,20,9
2147,2019-02-27,137,29,46,19,2
2148,2019-03-29,829,78,1,17,13
2149,2018-01-30,94,17,26,10,20
2150,2019-06-05,88,134,2,13,12
2151,2019-04-01,760,9,35,15,8
2152,2018-02-24,100,134,1,8,20
2153,2018-07-25,718,142,16,8,18
2154,2019-12-26,30,112,40,12,15
2155,2018-12-07,270,104,44,20,14
2156,2019-06-21,430,107,14,16,12
2157,2018-05-11,749,72,46,8,1
2158,2019-10-10,282,81,7,19,13
2159,2019-11-03,409,55,30,17,4
2160,2018-01-12,815,96,16,13,19
2161,2018-04-05,53,129,2,1,1
2162,2019-04-22,70,48,46,19,14
2163,2018-11-11,651,124,29,18,4
2164,2019-09-01,867,78,8,1,14
2165,2018-02-05,455,39,36,16,14
2166,2018-11-28,621,56,34,4,9
2167,2018-08-07,653,105,1,9,3
2168,2019-01-21,240,32,32,19,10
2169,2018-11-15,812,108,23,11,14
2170,2019-10-06,641,132,15,5,4
2171,2019-07-25,605,1,3,19,17
2172,2019-08-17,654,26,12,1,13
2173,2018-09-03,763,90,11,7,11
2174,2019-02-04,362,105,25,9,12
2175,2018-01-08,588,56,33,12,16
2176,2018-09-16,534,7,38,5,20
2177,2018-02-02,21,135,12,2,16
2178,2018-11-16,553,32,45,15,14
2179,2018-01-21,403,119,11,4,14
2180,2019-05-24,578,125,18,3,16
2181,2019-04-14,781,20,12,14,6
2182,2018-06-02,531,89,47,9,10
2183,2019-08-06,635,132,5,12,12
2184,2019-01-16,658,24,8,17,14
2185,2019-12-21,626,99,19,13,16
2186,2018-10-04,338,98,34,15,1
2187,2018-03-22,425,128,36,6,18
2188,2019-02-20,927,38,12,14,13
2189,2019-05-27,781,49,38,19,4
2190,2019-06-10,556,133,24,19,10
2191,2018-04-23,535,2,16,14,3
2192,2018-07-07,983,33,42,12,20
2193,2018-03-24,952,42,31,5,3
2194,2019-09-30,623,110,44,5,14
2195,2019-05-13,503,48,28,13,16
2196,2019-05-31,950,61,44,14,15
2197,2018-06-20,781,86,12,10,15
2198,2019-03-07,206,110,45,3,18
2199,2019-04-10,823,99,43,6,13
2200,2019-08-20,831,38,40,2,1
2201,2018-01-12,441,136,46,6,18
2202,2018-05-20,989,54,44,15,14
2203,2019-12-11,933,34,29,19,8
2204,2018-09-07,474,60,16,3,5
2205,2019-02-12,704,36,37,4,12
2206,2019-09-11,800,111,44,9,13
2207,2019-02-26,893,126,35,1,11
2208,2019-10-02,535,6,27,3,16
2209,2018-12-30,626,73,37,11,1
2210,2018-10-29,45,126,24,9,7
2211,2019-05-26,818,35,30,19,18
2212,2019-10-18,560,5,34,3,18
2213,2019-11-01,247,124,17,7,1
2214,2018-01-24,519,71,26,2,8
2215,2018-09-10,28,107,34,8,8
2216,2019-05-20,867,18,40,16,16
2217,2019-12-17,790,143,15,10,11
2218,2019-04-22,453,72,29,19,1
2219,2019-09-20,967,96,8,15,7
2220,2018-01-20,63,106,39,2,13
2221,2018-05-14,503,139,26,11,10
2222,2019-12-14,598,86,11,18,3
2223,2018-02-18,250,90,38,17,5
2224,2018-11-25,778,51,45,2,19
2225,2018-11-30,211,94,14,7,18
2226,2018-11-30,881,100,38,13,19
2227,2019-05-14,49,32,1,9,7
2228,2019-03-13,585,78,42,15,8
2229,2019-06-17,481,115,39,2,6
2230,2019-12-09,459,138,3,5,13
2231,2018-04-01,678,65,46,5,13
2232,2018-08-23,859,99,16,11,17
2233,2018-06-27,385,101,15,14,15
2234,2019-05-10,845,74,12,17,4
2235,2019-08-19,136,89,19,6,12
2236,2019-11-01,922,129,49,4,15
2237,2018-11-05,602,43,25,18,1
2238,2018-03-20,590,108,46,14,3
2239,2019-12-23,880,11,21,11,15
2240,2018-10-28,403,52,39,12,11
2241,2018-07-21,692,30,25,18,13
2242,2019-10-09,292,69,48,6,15
2243,2018-05-22,140,139,50,1,4
2244,2018-11-18,748,101,6,10,9
2245,2019-08-29,263,14,34,12,9
2246,2019-06-18,33,12,28,3,11
2247,2019-10-24,723,74,3,20,2
2248,2018-04-29,952,111,22,15,14
2249,2019-05-23,709,143,36,6,17
2250,2019-12-29,916,101,49,14,16
2251,2018-11-25,115,22,11,9,7
2252,2018-11-08,860,115,50,10,10
2253,2018-06-10,281,22,9,14,5
2254,2019-02-09,399,52,10,1,7
2255,2019-04-19,61,117,37,8,11
2256,2018-06-25,301,75,10,3,5
2257,2019-03-12,225,55,48,19,20
2258,2019-01-16,375,86,48,20,12
2259,2018-06-12,78,29,1,10,12
2260,2019-06-08,509,136,12,7,16
2261,2018-10-30,951,140,6,3,11
2262,2019-05-19,755,38,27,18,2
2263,2018-12-12,393,28,23,13,3
2264,2018-06-05,907,114,3,17,19
2265,2019-10-18,898,102,37,9,8
2266,2019-10-25,513,6,11,17,8
2267,2019-06-20,100,142,27,15,16
2268,2019-10-14,454,45,5,16,12
2269,2019-08-13,251,11,18,14,4
2270,2019-09-13,684,108,40,2,10
2271,2019-02-20,173,102,41,18,2
2272,2019-11-20,129,111,23,1,8
2273,2019-06-07,17,80,43,3,19
2274,2018-01-09,520,72,14,13,2
2275,2019-10-31,873,48,18,11,17
2276,2019-11-15,173,23,25,6,13
2277,2018-06-23,98,81,30,20,15
2278,2019-06-24,444,44,28,1,16
2279,2019-09-02,313,5,31,19,15
2280,2019-04-22,116,116,28,12,16
2281,2019-08-27,304,43,23,19,12
2282,2019-02-14,792,145,33,13,2
2283,2018-12-09,812,86,23,20,4
2284,2018-06-12,52,137,24,15,16
2285,2018-01-13,854,99,12,13,4
2286,2018-04-18,407,28,5,2,5
2287,2018-01-26,927,45,15,11,16
2288,2018-12-12,118,97,30,10,1
2289,2019-08-15,628,142,7,6,20
2290,2019-12-05,440,78,5,14,12
2291,2018-04-05,807,122,6,6,4
2292,2019-11-11,879,30,22,6,8
2293,2019-10-24,792,101,34,8,6
2294,2019-01-17,600,135,39,13,11
2295,2019-03-05,142,118,23,5,9
2296,2018-02-08,749,37,48,15,8
2297,2018-06-29,411,8,20,2,9
2298,2019-12-18,622,90,7,19,9
2299,2019-06-28,600,25,25,13,4
2300,2018-10-29,540,131,44,18,2
2301,2019-09-21,103,92,45,16,4
2302,2018-10-10,444,90,44,20,6
2303,2018-10-14,983,144,44,6,9
2304,2019-09-09,799,31,6,1,2
2305,2019-01-15,732,57,48,1,5
2306,2018-01-19,973,11,41,14,20
2307,2018-12-15,106,93,32,19,8
